method,q,correct
TRM (deterministic),6.205049430718645e-05,False
TRM (deterministic),2.1444948288262822e-05,False
TRM (deterministic),0.0005884087877348065,False
TRM (deterministic),0.00014883848780300468,False
TRM (deterministic),0.0010322310263291001,False
TRM (deterministic),3.321419353596866e-05,False
TRM (deterministic),2.4300241420860402e-05,False
TRM (deterministic),0.0003569706459529698,False
TRM (deterministic),0.0007096704212017357,False
TRM (deterministic),0.9994471669197083,True
TRM (deterministic),4.2647468944778666e-05,False
TRM (deterministic),7.9673009167891e-05,False
TRM (deterministic),2.1444948288262822e-05,False
TRM (deterministic),0.026355354115366936,False
TRM (deterministic),0.000570315751247108,False
TRM (deterministic),0.000191104321856983,False
TRM (deterministic),0.00010889690747717395,False
TRM (deterministic),2.7535690605873242e-05,False
TRM (deterministic),2.1444948288262822e-05,False
TRM (deterministic),0.09138210862874985,False
TRM (deterministic),4.539786823443137e-05,False
TRM (deterministic),1.7778551409719512e-05,False
TRM (deterministic),0.9994471669197083,True
TRM (deterministic),4.2647468944778666e-05,False
TRM (deterministic),4.785094461112749e-06,False
TRM (deterministic),0.9990600943565369,True
TRM (deterministic),0.9985449314117432,True
TRM (deterministic),2.1444948288262822e-05,False
TRM (deterministic),9.028038039105013e-05,False
TRM (deterministic),2.4300241420860402e-05,False
TRM (deterministic),0.9992678761482239,True
"Q-ascent, lr=0.05",5.52622732357122e-05,False
"Q-ascent, lr=0.05",0.999434769153595,True
"Q-ascent, lr=0.05",1.7428821593057364e-05,False
"Q-ascent, lr=0.05",9.646011312725022e-05,False
"Q-ascent, lr=0.05",0.00011791122233262286,False
"Q-ascent, lr=0.05",0.00023578869877383113,False
"Q-ascent, lr=0.05",0.00026855707983486354,False
"Q-ascent, lr=0.05",9.332757326774299e-05,False
"Q-ascent, lr=0.05",0.00016171995957847685,False
"Q-ascent, lr=0.05",0.9988266825675964,True
"Q-ascent, lr=0.05",0.00041626603342592716,False
"Q-ascent, lr=0.05",6.437378760892898e-05,False
"Q-ascent, lr=0.05",9.813776705414057e-05,False
"Q-ascent, lr=0.05",0.00018081229063682258,False
"Q-ascent, lr=0.05",5.3545219998341054e-05,False
"Q-ascent, lr=0.05",2.3790937120793387e-05,False
"Q-ascent, lr=0.05",0.00013492893776856363,False
"Q-ascent, lr=0.05",0.0006182683864608407,False
"Q-ascent, lr=0.05",3.996165833086707e-05,False
"Q-ascent, lr=0.05",0.00047494436148554087,False
"Q-ascent, lr=0.05",0.0014577951515093446,False
"Q-ascent, lr=0.05",2.038576167251449e-05,False
"Q-ascent, lr=0.05",0.9996278285980225,True
"Q-ascent, lr=0.05",0.00016973346646409482,False
"Q-ascent, lr=0.05",9.420237620361149e-05,False
"Q-ascent, lr=0.05",4.3578540498856455e-05,False
"Q-ascent, lr=0.05",0.9993281364440918,True
"Q-ascent, lr=0.05",2.7847328965435736e-05,False
"Q-ascent, lr=0.05",3.139843829558231e-05,False
"Q-ascent, lr=0.05",0.0008522068383172154,False
"Q-ascent, lr=0.05",0.00011020520469173789,False
"Q-ascent, lr=0.05",3.357475725351833e-05,False
"Q-ascent, lr=0.05",0.999292254447937,True
"Q-ascent, lr=0.05",0.00011433369218138978,False
"Q-ascent, lr=0.05",0.00014077351079322398,False
"Q-ascent, lr=0.05",2.847087489499245e-05,False
"Q-ascent, lr=0.05",9.576813317835331e-05,False
"Q-ascent, lr=0.05",3.861048026010394e-05,False
"Q-ascent, lr=0.05",0.0004177277151029557,False
"Q-ascent, lr=0.05",0.9996836185455322,True
"Q-ascent, lr=0.05",0.0015842777211219072,False
"Q-ascent, lr=0.05",1.990472446777858e-05,False
"Q-ascent, lr=0.05",0.9993801116943359,True
"Q-ascent, lr=0.05",3.0826180591247976e-05,False
"Q-ascent, lr=0.05",9.548077287035994e-06,False
"Q-ascent, lr=0.05",6.275416671996936e-05,False
"Q-ascent, lr=0.05",1.2709215297945775e-05,False
"Q-ascent, lr=0.05",1.3278804544825107e-05,False
"Q-ascent, lr=0.05",3.448564530117437e-05,False
"Q-ascent, lr=0.05",0.001778689562343061,False
"Q-ascent, lr=0.05",0.00044741499004885554,False
"Q-ascent, lr=0.05",0.9994188547134399,True
"Q-ascent, lr=0.05",8.386205445276573e-05,False
"Q-ascent, lr=0.05",0.9992659687995911,True
"Q-ascent, lr=0.05",2.436925751680974e-05,False
"Q-ascent, lr=0.05",3.433554957155138e-05,False
"Q-ascent, lr=0.05",0.00015065357729326934,False
"Q-ascent, lr=0.05",0.9995189905166626,True
"Q-ascent, lr=0.05",0.9993434548377991,True
"Q-ascent, lr=0.05",0.0008025828283280134,False
"Q-ascent, lr=0.05",0.9996213912963867,True
"Q-ascent, lr=0.05",0.9995586276054382,True
"Q-ascent, lr=0.05",3.6518216802505776e-05,False
"Q-ascent, lr=0.05",0.0009434664389118552,False
"Q-ascent, lr=0.05",0.00012152149429311976,False
"Q-ascent, lr=0.05",6.323359411908314e-05,False
"Q-ascent, lr=0.05",0.00032633121008984745,False
"Q-ascent, lr=0.05",0.0002201021125074476,False
"Q-ascent, lr=0.05",1.813785820559133e-05,False
"Q-ascent, lr=0.05",2.437341754557565e-05,False
"Q-ascent, lr=0.05",0.9990002512931824,True
"Q-ascent, lr=0.05",2.0166065951343626e-05,False
"Q-ascent, lr=0.05",2.5825553166214377e-05,False
"Q-ascent, lr=0.05",8.384478860534728e-05,False
"Q-ascent, lr=0.05",0.001979441847652197,False
"Q-ascent, lr=0.05",2.6240919396514073e-05,False
"Q-ascent, lr=0.05",0.9991298317909241,True
"Q-ascent, lr=0.05",1.4016350178280845e-05,False
"Q-ascent, lr=0.05",0.0006435341201722622,False
"Q-ascent, lr=0.05",1.971948950085789e-05,False
"Q-ascent, lr=0.05",2.0574605514411815e-05,False
"Q-ascent, lr=0.05",1.7838230633060448e-05,False
"Q-ascent, lr=0.05",2.8003145416732877e-05,False
"Q-ascent, lr=0.05",4.1467821574769914e-05,False
"Q-ascent, lr=0.05",5.177278217161074e-05,False
"Q-ascent, lr=0.05",0.00014930898032616824,False
"Q-ascent, lr=0.05",0.9995794892311096,True
"Q-ascent, lr=0.05",3.769481918425299e-05,False
"Q-ascent, lr=0.05",3.193395968992263e-05,False
"Q-ascent, lr=0.05",0.028858140110969543,False
"Q-ascent, lr=0.05",1.778048499545548e-05,False
"Q-ascent, lr=0.05",1.2396958481986076e-05,False
"Q-ascent, lr=0.05",3.3630451071076095e-05,False
"Q-ascent, lr=0.05",5.963339845038718e-06,False
"Q-ascent, lr=0.05",0.00047977236681617796,False
"Q-ascent, lr=0.05",8.910191536415368e-05,False
"Q-ascent, lr=0.05",8.316792809637263e-05,False
"Q-ascent, lr=0.05",8.669336966704577e-05,False
"Q-ascent, lr=0.05",2.156671143893618e-05,False
"Q-ascent, lr=0.05",0.000591362186241895,False
"Q-ascent, lr=0.05",0.00015668163541704416,False
"Q-ascent, lr=0.05",0.00025966501561924815,False
"Q-ascent, lr=0.05",3.8747137296013534e-05,False
"Q-ascent, lr=0.05",2.456103902659379e-05,False
"Q-ascent, lr=0.05",0.0003494897682685405,False
"Q-ascent, lr=0.05",0.004646176937967539,False
"Q-ascent, lr=0.05",0.9994656443595886,True
"Q-ascent, lr=0.05",5.245551801635884e-05,False
"Q-ascent, lr=0.05",8.78591017681174e-05,False
"Q-ascent, lr=0.05",2.2088353944127448e-05,False
"Q-ascent, lr=0.05",0.9995651841163635,True
"Q-ascent, lr=0.05",0.0005757001927122474,False
"Q-ascent, lr=0.05",0.004001479130238295,False
"Q-ascent, lr=0.05",0.00011593282397370785,False
"Q-ascent, lr=0.05",3.103433482465334e-05,False
"Q-ascent, lr=0.05",2.0989240510971285e-05,False
"Q-ascent, lr=0.05",0.024359438568353653,False
"Q-ascent, lr=0.05",4.216232991893776e-05,False
"Q-ascent, lr=0.05",1.9315677491249517e-05,False
"Q-ascent, lr=0.05",0.9994727969169617,True
"Q-ascent, lr=0.05",4.4215874368092045e-05,False
"Q-ascent, lr=0.05",5.095308551972266e-06,False
"Q-ascent, lr=0.05",0.9991171956062317,True
"Q-ascent, lr=0.05",0.9986050724983215,True
"Q-ascent, lr=0.05",2.2003396225045435e-05,False
"Q-ascent, lr=0.05",0.00010875908628804609,False
"Q-ascent, lr=0.05",2.5423138140467927e-05,False
"Q-ascent, lr=0.05",0.9993082284927368,True
"Q-ascent, lr=0.2",6.560757174156606e-05,False
"Q-ascent, lr=0.2",0.9995089769363403,True
"Q-ascent, lr=0.2",2.050950934062712e-05,False
"Q-ascent, lr=0.2",0.00011580046702874824,False
"Q-ascent, lr=0.2",0.00012935535050928593,False
"Q-ascent, lr=0.2",0.0003027686907444149,False
"Q-ascent, lr=0.2",0.00026519817765802145,False
"Q-ascent, lr=0.2",0.00011442247341619805,False
"Q-ascent, lr=0.2",0.0002700406184885651,False
"Q-ascent, lr=0.2",0.999007523059845,True
"Q-ascent, lr=0.2",0.0005470127216540277,False
"Q-ascent, lr=0.2",7.675777305848897e-05,False
"Q-ascent, lr=0.2",0.00011094000365119427,False
"Q-ascent, lr=0.2",0.00020326548838056624,False
"Q-ascent, lr=0.2",6.01711799390614e-05,False
"Q-ascent, lr=0.2",2.663109808054287e-05,False
"Q-ascent, lr=0.2",0.000147666156408377,False
"Q-ascent, lr=0.2",0.0006672226591035724,False
"Q-ascent, lr=0.2",4.205807999824174e-05,False
"Q-ascent, lr=0.2",0.00021615129662677646,False
"Q-ascent, lr=0.2",0.0008032569312490523,False
"Q-ascent, lr=0.2",2.3885233531473204e-05,False
"Q-ascent, lr=0.2",0.9996708631515503,True
"Q-ascent, lr=0.2",0.00018748200091067702,False
"Q-ascent, lr=0.2",0.0001078072891687043,False
"Q-ascent, lr=0.2",4.9808877520263195e-05,False
"Q-ascent, lr=0.2",0.9994022846221924,True
"Q-ascent, lr=0.2",3.050348095712252e-05,False
"Q-ascent, lr=0.2",3.97241092287004e-05,False
"Q-ascent, lr=0.2",0.0009204433299601078,False
"Q-ascent, lr=0.2",0.0001318311260547489,False
"Q-ascent, lr=0.2",4.1788662201724946e-05,False
"Q-ascent, lr=0.2",0.00029815820744261146,False
"Q-ascent, lr=0.2",0.0001758243452059105,False
"Q-ascent, lr=0.2",0.0001512872549938038,False
"Q-ascent, lr=0.2",3.047754398721736e-05,False
"Q-ascent, lr=0.2",0.00015761800750624388,False
"Q-ascent, lr=0.2",4.512551095103845e-05,False
"Q-ascent, lr=0.2",0.00048034486826509237,False
"Q-ascent, lr=0.2",0.9996298551559448,True
"Q-ascent, lr=0.2",0.0017134732333943248,False
"Q-ascent, lr=0.2",2.0858700736425817e-05,False
"Q-ascent, lr=0.2",0.9993367791175842,True
"Q-ascent, lr=0.2",3.380540510988794e-05,False
"Q-ascent, lr=0.2",1.0781254786706995e-05,False
"Q-ascent, lr=0.2",7.330683729378507e-05,False
"Q-ascent, lr=0.2",1.3861965271644294e-05,False
"Q-ascent, lr=0.2",1.537007665319834e-05,False
"Q-ascent, lr=0.2",2.219828820670955e-05,False
"Q-ascent, lr=0.2",0.002001456916332245,False
"Q-ascent, lr=0.2",0.000408775667892769,False
"Q-ascent, lr=0.2",0.9994832277297974,True
"Q-ascent, lr=0.2",0.00033176311990246177,False
"Q-ascent, lr=0.2",0.9993450045585632,True
"Q-ascent, lr=0.2",2.9112772608641535e-05,False
"Q-ascent, lr=0.2",4.778442962560803e-05,False
"Q-ascent, lr=0.2",0.00017750615370459855,False
"Q-ascent, lr=0.2",0.999582827091217,True
"Q-ascent, lr=0.2",0.9994181394577026,True
"Q-ascent, lr=0.2",0.0007945558754727244,False
"Q-ascent, lr=0.2",0.9996713399887085,True
"Q-ascent, lr=0.2",0.9996127486228943,True
"Q-ascent, lr=0.2",4.045444438816048e-05,False
"Q-ascent, lr=0.2",0.0010319143766537309,False
"Q-ascent, lr=0.2",0.00013399832823779434,False
"Q-ascent, lr=0.2",8.96697529242374e-05,False
"Q-ascent, lr=0.2",0.00040358331170864403,False
"Q-ascent, lr=0.2",0.0004372962866909802,False
"Q-ascent, lr=0.2",2.1772182662971318e-05,False
"Q-ascent, lr=0.2",2.4904284146032296e-05,False
"Q-ascent, lr=0.2",0.9991405010223389,True
"Q-ascent, lr=0.2",1.8688531781663187e-05,False
"Q-ascent, lr=0.2",5.000614692107774e-05,False
"Q-ascent, lr=0.2",0.00010320962610421702,False
"Q-ascent, lr=0.2",0.0016386634670197964,False
"Q-ascent, lr=0.2",3.008031126228161e-05,False
"Q-ascent, lr=0.2",0.999238133430481,True
"Q-ascent, lr=0.2",1.4656730854767375e-05,False
"Q-ascent, lr=0.2",0.0004416771116666496,False
"Q-ascent, lr=0.2",2.4226916139014065e-05,False
"Q-ascent, lr=0.2",2.1595009457087144e-05,False
"Q-ascent, lr=0.2",1.9364959371159784e-05,False
"Q-ascent, lr=0.2",3.217057746951468e-05,False
"Q-ascent, lr=0.2",5.4953430662862957e-05,False
"Q-ascent, lr=0.2",6.193610170157626e-05,False
"Q-ascent, lr=0.2",0.00018410413758829236,False
"Q-ascent, lr=0.2",0.9996293783187866,True
"Q-ascent, lr=0.2",4.49935942015145e-05,False
"Q-ascent, lr=0.2",3.529968307702802e-05,False
"Q-ascent, lr=0.2",0.015581585466861725,False
"Q-ascent, lr=0.2",1.8366523363511078e-05,False
"Q-ascent, lr=0.2",1.6722889995435253e-05,False
"Q-ascent, lr=0.2",4.2734958697110415e-05,False
"Q-ascent, lr=0.2",6.990145266172476e-06,False
"Q-ascent, lr=0.2",0.0005661532049998641,False
"Q-ascent, lr=0.2",0.00010102507076226175,False
"Q-ascent, lr=0.2",9.325737482868135e-05,False
"Q-ascent, lr=0.2",7.48520833440125e-05,False
"Q-ascent, lr=0.2",2.3390737624140456e-05,False
"Q-ascent, lr=0.2",0.0006649718270637095,False
"Q-ascent, lr=0.2",0.0001734390971250832,False
"Q-ascent, lr=0.2",0.0004588531737681478,False
"Q-ascent, lr=0.2",3.738761370186694e-05,False
"Q-ascent, lr=0.2",2.860259155568201e-05,False
"Q-ascent, lr=0.2",0.0004973175236955285,False
"Q-ascent, lr=0.2",3.9981787267606705e-05,False
"Q-ascent, lr=0.2",0.9995330572128296,True
"Q-ascent, lr=0.2",5.8657173212850466e-05,False
"Q-ascent, lr=0.2",9.728195436764508e-05,False
"Q-ascent, lr=0.2",2.672326627362054e-05,False
"Q-ascent, lr=0.2",0.9996247291564941,True
"Q-ascent, lr=0.2",0.0006941122701391578,False
"Q-ascent, lr=0.2",0.0009689466096460819,False
"Q-ascent, lr=0.2",0.00012950814561918378,False
"Q-ascent, lr=0.2",3.55789452441968e-05,False
"Q-ascent, lr=0.2",2.4947263227659278e-05,False
"Q-ascent, lr=0.2",0.02523084357380867,False
"Q-ascent, lr=0.2",5.1371865993132815e-05,False
"Q-ascent, lr=0.2",2.1603165805572644e-05,False
"Q-ascent, lr=0.2",0.9995380640029907,True
"Q-ascent, lr=0.2",5.431246245279908e-05,False
"Q-ascent, lr=0.2",5.876685918337898e-06,False
"Q-ascent, lr=0.2",0.9992233514785767,True
"Q-ascent, lr=0.2",0.9987634420394897,True
"Q-ascent, lr=0.2",2.5648392693256028e-05,False
"Q-ascent, lr=0.2",0.00010345972987124696,False
"Q-ascent, lr=0.2",2.9860404538339935e-05,False
"Q-ascent, lr=0.2",0.9994034767150879,True
"Q-ascent, lr=0.5",8.707615052117035e-05,False
"Q-ascent, lr=0.5",0.9996277093887329,True
"Q-ascent, lr=0.5",2.5931103664333932e-05,False
"Q-ascent, lr=0.5",0.00014549377374351025,False
"Q-ascent, lr=0.5",0.00015997368609532714,False
"Q-ascent, lr=0.5",0.000326864595990628,False
"Q-ascent, lr=0.5",0.00041618949035182595,False
"Q-ascent, lr=0.5",0.00019212103507015854,False
"Q-ascent, lr=0.5",0.00029490116867236793,False
"Q-ascent, lr=0.5",0.9992392063140869,True
"Q-ascent, lr=0.5",0.0005257556913420558,False
"Q-ascent, lr=0.5",5.2762705308850855e-05,False
"Q-ascent, lr=0.5",0.00015695839829277247,False
"Q-ascent, lr=0.5",0.0002897859667427838,False
"Q-ascent, lr=0.5",8.484808495268226e-05,False
"Q-ascent, lr=0.5",3.37464916810859e-05,False
"Q-ascent, lr=0.5",0.00019432244880590588,False
"Q-ascent, lr=0.5",0.000803991686552763,False
"Q-ascent, lr=0.5",6.524688069475815e-05,False
"Q-ascent, lr=0.5",0.0006884578033350408,False
"Q-ascent, lr=0.5",0.0008540855487808585,False
"Q-ascent, lr=0.5",3.172733704559505e-05,False
"Q-ascent, lr=0.5",0.9997546076774597,True
"Q-ascent, lr=0.5",0.0002494595537427813,False
"Q-ascent, lr=0.5",0.00013122310338076204,False
"Q-ascent, lr=0.5",0.00010056218889076263,False
"Q-ascent, lr=0.5",0.9995506405830383,True
"Q-ascent, lr=0.5",4.35313158959616e-05,False
"Q-ascent, lr=0.5",5.221197352511808e-05,False
"Q-ascent, lr=0.5",0.0012796242954209447,False
"Q-ascent, lr=0.5",0.00016505001985933632,False
"Q-ascent, lr=0.5",5.588886415353045e-05,False
"Q-ascent, lr=0.5",0.0005892933113500476,False
"Q-ascent, lr=0.5",0.00022124061069916934,False
"Q-ascent, lr=0.5",0.00022761817672289908,False
"Q-ascent, lr=0.5",4.0848237404134125e-05,False
"Q-ascent, lr=0.5",0.00018753920448943973,False
"Q-ascent, lr=0.5",5.7769037084653974e-05,False
"Q-ascent, lr=0.5",0.0004988845903426409,False
"Q-ascent, lr=0.5",0.999718964099884,True
"Q-ascent, lr=0.5",0.0026809116825461388,False
"Q-ascent, lr=0.5",2.8904602004331537e-05,False
"Q-ascent, lr=0.5",0.0014901395188644528,False
"Q-ascent, lr=0.5",4.3005842599086463e-05,False
"Q-ascent, lr=0.5",1.449894261895679e-05,False
"Q-ascent, lr=0.5",9.991593105951324e-05,False
"Q-ascent, lr=0.5",1.862165481725242e-05,False
"Q-ascent, lr=0.5",1.9402075849939138e-05,False
"Q-ascent, lr=0.5",4.183834244031459e-05,False
"Q-ascent, lr=0.5",0.0022220266982913017,False
"Q-ascent, lr=0.5",0.0005927040474489331,False
"Q-ascent, lr=0.5",0.999617338180542,True
"Q-ascent, lr=0.5",0.00017812552687246352,False
"Q-ascent, lr=0.5",0.9995094537734985,True
"Q-ascent, lr=0.5",3.723099143826403e-05,False
"Q-ascent, lr=0.5",5.394900290411897e-05,False
"Q-ascent, lr=0.5",0.000227957425522618,False
"Q-ascent, lr=0.5",0.9996840953826904,True
"Q-ascent, lr=0.5",0.9995569586753845,True
"Q-ascent, lr=0.5",0.001288720639422536,False
"Q-ascent, lr=0.5",0.9997515082359314,True
"Q-ascent, lr=0.5",0.9997076392173767,True
"Q-ascent, lr=0.5",5.447892181109637e-05,False
"Q-ascent, lr=0.5",0.0011843848042190075,False
"Q-ascent, lr=0.5",0.00018537805590312928,False
"Q-ascent, lr=0.5",9.883008897304535e-05,False
"Q-ascent, lr=0.5",0.00043762006680481136,False
"Q-ascent, lr=0.5",0.0003902737225871533,False
"Q-ascent, lr=0.5",2.8402970201568678e-05,False
"Q-ascent, lr=0.5",3.308896702947095e-05,False
"Q-ascent, lr=0.5",0.9993423819541931,True
"Q-ascent, lr=0.5",2.8765238312189467e-05,False
"Q-ascent, lr=0.5",4.1505008994136006e-05,False
"Q-ascent, lr=0.5",0.00012934104597661644,False
"Q-ascent, lr=0.5",0.001891994383186102,False
"Q-ascent, lr=0.5",3.843934973701835e-05,False
"Q-ascent, lr=0.5",0.999427318572998,True
"Q-ascent, lr=0.5",2.2047042875783518e-05,False
"Q-ascent, lr=0.5",0.0006261452217586339,False
"Q-ascent, lr=0.5",3.098955858149566e-05,False
"Q-ascent, lr=0.5",2.8567206754814833e-05,False
"Q-ascent, lr=0.5",2.599233266664669e-05,False
"Q-ascent, lr=0.5",4.024343070341274e-05,False
"Q-ascent, lr=0.5",6.677769124507904e-05,False
"Q-ascent, lr=0.5",7.902635843493044e-05,False
"Q-ascent, lr=0.5",0.00020251217938493937,False
"Q-ascent, lr=0.5",0.9997196793556213,True
"Q-ascent, lr=0.5",5.837476783199236e-05,False
"Q-ascent, lr=0.5",4.57676978840027e-05,False
"Q-ascent, lr=0.5",0.015880705788731575,False
"Q-ascent, lr=0.5",2.3335729565587826e-05,False
"Q-ascent, lr=0.5",1.6290410712826997e-05,False
"Q-ascent, lr=0.5",4.043635635753162e-05,False
"Q-ascent, lr=0.5",9.41033704293659e-06,False
"Q-ascent, lr=0.5",0.000771739927586168,False
"Q-ascent, lr=0.5",0.00012382905697450042,False
"Q-ascent, lr=0.5",0.00011828316928585991,False
"Q-ascent, lr=0.5",0.00015874016389716417,False
"Q-ascent, lr=0.5",2.9731407266808674e-05,False
"Q-ascent, lr=0.5",0.0008963464642874897,False
"Q-ascent, lr=0.5",0.00024336717615369707,False
"Q-ascent, lr=0.5",0.0004014276491943747,False
"Q-ascent, lr=0.5",6.125392974354327e-05,False
"Q-ascent, lr=0.5",3.634440145106055e-05,False
"Q-ascent, lr=0.5",0.0005562094738706946,False
"Q-ascent, lr=0.5",8.450556197203696e-05,False
"Q-ascent, lr=0.5",0.9996538162231445,True
"Q-ascent, lr=0.5",7.534564065281302e-05,False
"Q-ascent, lr=0.5",0.00012582128692883998,False
"Q-ascent, lr=0.5",3.736508369911462e-05,False
"Q-ascent, lr=0.5",0.0009506520582363009,False
"Q-ascent, lr=0.5",0.0008177644922398031,False
"Q-ascent, lr=0.5",0.007564390078186989,False
"Q-ascent, lr=0.5",0.00016751085058785975,False
"Q-ascent, lr=0.5",4.553153848974034e-05,False
"Q-ascent, lr=0.5",3.1644573027733713e-05,False
"Q-ascent, lr=0.5",0.04023943468928337,False
"Q-ascent, lr=0.5",6.533628766192123e-05,False
"Q-ascent, lr=0.5",2.8792024750146084e-05,False
"Q-ascent, lr=0.5",0.9996511936187744,True
"Q-ascent, lr=0.5",7.085576362442225e-05,False
"Q-ascent, lr=0.5",8.057501872826833e-06,False
"Q-ascent, lr=0.5",0.9994136095046997,True
"Q-ascent, lr=0.5",0.9990655779838562,True
"Q-ascent, lr=0.5",2.931615017587319e-05,False
"Q-ascent, lr=0.5",0.00013436914014164358,False
"Q-ascent, lr=0.5",3.839480268652551e-05,False
"Q-ascent, lr=0.5",0.9995430707931519,True
